Ciechanow;RCKiK Warszawa OT Ciechanow;Powstancow Wielkopolskich 2;0;52.883691;20.634853
Cieszyn;RCKiK Katowice OT Cieszyn;Bielska 4;0;49.746183;18.6387329
Czarnkow;RCKiK Poznan OT Czarnkow;Kosciuszki 91;0;52.9429821;16.6653994
Czestochowa;RCKiK Katowice OT Czestochowa;Kopernika 38;0;50.8085114;19.1090593
Dabrowa Gornicza;RCKiK Katowice OT Dabrowa Gornicza;Szpitalna 13;0;50.4471778;17.9288079
Debica;RCKiK Rzeszow OT Debica;Krakowska 91;0;50.038886;21.393327
Drawsko Pomorskie;RCKiK Szczecin OT Drawsko Pomorskie;Boleslawa Chrobrego 4;0;53.5250149;15.8110014
Dzierzaniow;RCKiK Walbrzych Mobile Dzierzaniow;Poprzeczna 16;1;50.728474;16.6511621
Elblag;RCKiK Olsztyn OT Elblag;Bema 80;0;54.158151;19.432982
Elk;WCKiK MON Elk;Kosciuszki 30;0;53.8208875;22.3620194
Garwolin;RCKiK Warszawa OT Garwolin;Lubelska 50;0;51.870349;21.6363977
Gdansk;RCKiK Gdansk OT Gdansk;Polanki 117;0;54.393989;18.566996
Gdansk;RCKiK Gdansk;J. Hoene-Wronskiego 4;0;54.3657176;18.6268638
Gdansk;WCKiK MON Terenowa Stacja Gdańsk;Polanki 117;0;54.393989;18.566996
Gdynia;RCKiK Gdansk OT Gdynia;Powstania Styczniowego 9b;0;54.488554;18.5473332
Gizycko;RCKiK Olsztyn OT Gizycko;Bohaterow Westerplatte 4;0;54.037377;21.768346
Gliwice;RCKiK Katowice OT Gliwice;Wybrzeze Armii Krajowej 15;0;50.302301;18.6642829
Glogow;RCKiK Wroclaw OT Glogow;Kosciuszki 15;0;51.4757566;16.0047207
Gniezno;RCKiK Poznan OT Gniezno;Sw. Jana 9;0;52.5383831;17.5945071
Golub-Dobrzyn;RCKiK Bydgoszcz Mobile Golub-Dobrzyn;Plac Tysiaclecia 25;1;53.1091434;19.0515295
Gorlice;RCKiK Krakow OT Gorlice;Wegierska 21;0;49.6507019;21.162708
Gorzow Wielkopolski;RCKiK Zielona Gora OT Gorzow Wielkopolski;Dekerta 1;0;52.7619617;15.2373307
Grojec;RCKiK Radom OT Grojec;Piotra Skargi 10;0;51.867812;20.8657792
Grudziadz;RCKiK Bydgoszcz OT Grudziadz;Wlodka 16-18;0;53.4839433;18.7499041
Gryfice;RCKiK Szczecin OT Gryfice;Niechorska 27;0;53.924302;15.1744229
Gryfino;RCKiK Szczecin Mobile Gryfino;Boleslawa Chrobrego 52;1;53.256389;14.4871003
Hajnowka;RCKiK Bialystok OT Hajnowka;Doc Adama Dowgirda 9;0;52.7461334;23.6097544
Ilawa;RCKiK Olsztyn OT Ilawa;Wladysława Andersa 3;0;53.586071;19.5641733
Inowrocław;RCKiK Bydgoszcz OT Inowrocław;Poznanska 97;0;52.780594;18.2612729
Jaslo;RCKiK Rzeszow OT Jaslo;Lwowska 22;0;49.7522512;21.4783241
Jastrzebie-Zdroj;RCKiK Raciborz OT Jastrzebie-Zdroj;Jana Pawla II 7;0;49.9474899;18.5841151
Jelenia Gora;RCKiK Walbrzych Mobile Jelenia Gora;Oginskiego 6;1;50.9132539;15.7613063
Kalisz;RCKiK Kalisz;Kaszubska 9;0;51.7701199;18.1014748
Kartuzy;RCKiK Gdansk OT Kartuzy;Floriana Ceynowy 7;0;54.3511828;18.3439446
Katowice;RCKiK Katowice;Raciborska 15;0;50.2556283;19.004134
Kedzierzyn-Kozle;RCKiK Opole OT Kedzierzyn-Kozle;Koszykowa 5B;0;50.342264;18.1974932
Kielce;RCKiK Kielce;Jagiellonska 66;0;50.873219;20.6031323
Klodzko;RCKiK Walbrzych Mobile Klodzko;Szpitalna 1;1;50.455169;16.6568273
Kluczbork;RCKiK Opole OT Kluczbork;Katowicka 26;0;50.9739159;18.2225117
Knurow;RCKiK Katowice Mobile Knurow;Dworcowa 1;1;50.2147069;18.7391722
Kolobrzeg;RCKiK Szczecin OT Kolobrzeg;Lopuskiego 31;0;54.174473;15.5676531
Konin;RCKiK Kalisz OT Konin;Wyszynskiego 1;0;52.2263837;18.2640829
Konskie;RCKiK Kielce OT Konskie;Gimnazjalna 41b;0;51.1257134;20.1616468
Koscian;RCKiK Poznan OT Koscian;Szpitalna 7;0;52.084784;16.647422
Koscierzyna;RCKiK Gdansk OT Koscierzyna;Alojzego Piechowskiego 36;0;54.121273;17.949956
Koszalin;RCKiK Szczecin OT Koszalin;Chalubinskiego 7;0;54.1980926;16.2138479
Kozienice;RCKiK Radom OT Kozienice;gen. Wladysława Sikorskiego 10;0;51.5919647;21.5226724
Krakow;RCKiK Krakow OT Krakow;Wielicka 265;0;49.895291;19.676042
Krakow;RCKiK Krakow;Rzeznicza 11;0;50.056115;19.9540891
Krakow;WCKiK MON Krakow;Wroclawska 1-3;0;50.075303;19.932968
Krasnik;RCKiK Lublin OT Krasnik;Al. Niepodleglości 25;0;50.9628668;22.1631722
Krosno;RCKiK Rzeszow OT Krosno;Korczynska 57;0;49.705474;21.7847761
Krotoszyn;RCKiK Kalisz OT Krotoszyn;Bolewskiego 8;0;51.7292197;17.6310693
Kutno;RCKiK Lodz Mobile Kutno;Kosciuszki 52;1;52.238855;19.3693823
Lebork;RCKiK Slupsk OT Lebork;Wegrzynowicza 13;0;54.538561;17.751546
Legnica;RCKiK Wroclaw OT Legnica;Iwaszkiewicza 5;0;51.208287;16.2167819
Leszno;RCKiK Poznan OT Leszno;Kiepury 45;0;51.8383189;16.6078309
Lezajsk;RCKiK Rzeszow OT Lezajsk;Lesna 22;0;50.2718433;22.4006991
Limanowa;RCKiK Krakow OT Limanowa;Pilsudskiego 61;0;49.715954;20.413518
Lipno;RCKiK Bydgoszcz Mobile Lipno;Pl. Dekerta;1;52.8460878;19.1785088
Lodz;RCKiK Lodz;Franciszkanska 17/25;0;51.7821982;19.4592654
Lomza;RCKiK Bialystok OT Lomza;Al. Pilsudskiego 11;0;53.1643785;22.061539
Luban;RCKiK Walbrzych Mobile Luban;Wojska Polskiego 2;1;51.1217981;15.2802755
Lubartow;RCKiK Lublin OT Lubartow;Cicha 14;0;51.4566919;22.617328
Lubin;RCKiK Wroclaw OT Lubin;Bema 5;0;51.4009111;16.1977087
Lublin;RCKiK Lublin OT Lublin;Al. Krasnicka 100;0;51.244186;22.521315
Lublin;RCKiK Lublin;Zolnierzy Niepodleglej 8;0;51.2486696;22.5542332
Lublin;WCKiK MON Lublin;Al. Raclawickie 23;0;51.2513066;22.5318338
Lukow;RCKiK Lublin OT Lukow;Andrzeja Rogalinskiego 3;0;51.9248692;22.3768378
Lwowek Slaski;RCKiK Walbrzych Mobile Lwowek Slaski;Al. Wojska Polskiego 25A;1;51.109359;15.5788463
Malbork;RCKiK Gdansk OT Malbork;Kotarbinskiego 14;0;54.023067;19.043276
Miedzyrzecz;RCKiK Zielona Gora OT Miedzyrzecz;Konstytucji 3 Maja 24;0;52.4419824;15.5792628
Mielec;RCKiK Rzeszow OT Mielec;Zeromskiego 17;0;50.2895147;21.435599
Mlawa;RCKiK Warszawa OT Mlawa;A. Dobrskiej 1;0;53.1233972;20.3690212
Myslenice;RCKiK Krakow OT Myslenice;Szpitalna 2;0;49.8289533;19.9464418
Naklo;RCKiK Bydgoszcz Mobile Naklo;Dabrowskiego 50;1;53.1375017;17.5910271
Nidzica;RCKiK Olsztyn OT Nidzica;Traugutta 13;0;53.36168;20.42009
Nowy Dwor Mazowiecki;RCKiK Warszawa OT Nowy Dwor Mazowiecki;Paderewskiego 7;0;52.3300122;20.7491911
Nowy Sacz;RCKiK Krakow OT Nowy Sacz;Kazimierza Wielkiego 9a;0;49.6713936;20.4816014
Nowy Targ;RCKiK Krakow OT Nowy Targ;Szpitalna 12;0;49.679;19.5869912
Nowy Tomysl;RCKiK Poznan OT Nowy Tomysl;Sienkiewicza 7;0;52.3147474;16.1407512
Nysa;RCKiK Opole OT Nysa;Pilsudskiego 47;0;50.4590655;17.3508773
Olsztyn;RCKiK Olsztyn;Malborska 2;0;53.7934661;20.4877982
Opole;RCKiK Opole;Kosnego 55;0;50.6705237;17.9368284
Ostrow Wielkopolski;RCKiK Kalisz OT Ostrow Wielkopolski;Limanowskiego 20-22;0;51.6543739;17.8241877
Ostrowiec Swietokrzyski;RCKiK Kielce OT Ostrowiec Swietokrzyski;Szymanowskiego 11;0;50.9528291;21.3592531
Ostrzeszow;RCKiK Kalisz OT Ostrzeszow;Zamkowa 17;0;51.5984929;17.8764888
Oswiecim;RCKiK Krakow OT Oswiecim;Wysokie Brzegi 4;0;50.040604;19.2373442
Pabianice;RCKiK Lodz Mobile Pabianice;Jana Pawla II 68;1;51.6522407;19.3277146
Paslek;RCKiK Olsztyn OT Paslek;Plac Grunwaldzki 8;0;54.058565;19.6647111
Pila;RCKiK Poznan OT Pila;Rydygiera 1;0;53.121822;16.7193669
Piotrkow Trybunalski;RCKiK Lodz Mobile Piotrkow Trybunalski;Slowackiego 74;1;51.4091206;19.6752494
Plock;RCKiK Warszawa OT Plock;Medyczna 19;0;52.5570144;19.6539631
Poznan;RCKiK Poznan OT Poznan;Juraszów 7;0;52.4226399;16.8771565
Poznan;RCKiK Poznan;Marcelinska 44;0;52.4042626;16.8808876
Przemysl;RCKiK Rzeszow OT Przemysl;Monte Cassino 18;0;49.8085494;22.7808231
Pszczyna;RCKiK Katowice OT Pszczyna;Biskupa Bednorza 10;0;49.9703983;18.9436401
Pulawy;RCKiK Lublin OT Pulawy;Bema 1;0;51.4216979;21.9746804
Raciborz;RCKiK Raciborz;Sienkiewicza 3A;0;50.0879199;18.2178773
Radom;RCKiK Radom;Limanowskiego 42;0;51.3979737;21.1353336
Radomsko;RCKiK Kielce Mobile Radomsko;Jagiellonska 36;1;51.0568457;19.4563583
Radziejow;RCKiK Bydgoszcz Mobile Radziejow;Kosciuszki 17;1;52.6227809;18.5253852
Rybnik;RCKiK Raciborz OT Rybnik;Rudzka 15;0;50.1002264;18.5367638
Rypin;RCKiK Bydgoszcz Mobile Rypin;3 Maja 2;1;53.0672255;19.4137211
Rzeszow;RCKiK Rzeszow;Wierzbowa 14;0;50.0334889;22.0130973
Sandomierz;RCKiK Kielce OT Sandomierz;Schinzla 13;0;50.7553383;20.9178641
Sanok;RCKiK Rzeszow OT Sanok;Konarskiego 24;0;49.5522192;22.199985
Siedlce;RCKiK Warszawa OT Siedlce;Forminskiego 14;0;52.1976765;21.3880605
Sieradz;RCKiK Lodz Mobile Sieradz;Armii Krajowej 7;1;51.5820268;18.7082217
Skarzysko-Kamienna;RCKiK Kielce OT Skarzysko-Kamienna;Szpitalna 1;0;51.1261577;20.8666262
Skierniewice;RCKiK Lodz Mobile Skierniewice;Senatorska 12;1;51.9583848;20.1395537
Slupsk;RCKiK Slupsk;Szarych Szeregow 21;0;54.46976;17.0304172
Sosnowiec;RCKiK Katowice OT Sosnowiec;Zegadlowicza 3;0;50.2881303;19.0565677
Srem;RCKiK Poznan OT Srem;Chelmonskiego 1;0;52.08929;17.007114
Stalowa Wola;RCKiK Rzeszow OT Stalowa Wola;Staszica 4;0;50.5629912;22.0675332
Starachowice;RCKiK Kielce Mobile Starachowice;Radomska 70;1;51.064462;21.0710655
Stargard Szczecinski;RCKiK Szczecin Mobile Stargard Szczecinski;Pl. Wolnosci 1;1;53.3400111;15.0348198
Starogard Gdanski;RCKiK Gdansk OT Starogard Gdanski;dr Jozefa Balewskiego 1;0;53.9677103;18.5060738
Sucha Beskidzka;RCKiK Krakow OT Sucha Beskidzka;Szpitalna 22;0;49.7365629;19.6050049
Sulecin;RCKiK Zielona Gora OT Sulecin;Dudka 15;0;52.1909185;15.0697734
Suwalki;RCKiK Bialystok OT Suwalki;Szpitalna 60;0;54.119514;22.9253912
Swiecie;RCKiK Bydgoszcz Mobile Swiecie;Wojska Polskiego 173;1;53.411462;18.4530203
Swinoujscie;RCKiK Szczecin OT Swinoujscie;Mieszka 1-go 4;0;53.6734748;14.1181102
Szamotuly;RCKiK Poznan OT Szamotuly;Sukiennicza 13;0;52.6107816;16.5791524
Szczecin;RCKiK Szczecin;al. Wojska Polskiego 80/82;0;53.4366765;14.5344951
Szczecin;WCKiK MON Szczecin;Piotra Skargi 9-11;0;53.4431097;14.5401499
Tarnobrzeg;RCKiK Rzeszow Mobile Tarnobrzeg;1 Maja 1;1;50.5708969;21.6635243
Tarnow;RCKiK Krakow OT Tarnow 1;Szpitalna 13;0;50.056115;19.9540891
Tarnow;RCKiK Krakow OT Tarnow 2;Lwowska 178a;0;50.0129702;21.0336387
Tarnowskie Gory;RCKiK Katowice OT Tarnowskie Gory;Pyskowicka 47;0;50.3528143;18.8525866
Tczew;RCKiK Gdansk OT Tczew;Piaskowa 3;0;54.087699;18.78588
Tomaszow Lubelski;RCKiK Lublin OT Tomaszow Lubelski;Lwowska 82;0;50.4420539;23.415471
Tomaszow Mazowiecki;RCKiK Lodz Mobile Tomaszow Mazowiecki;Jana Pawla II 35;1;51.5230413;20.0028299
Torun;RCKiK Bydgoszcz OT Torun;Gagarina 212-226;0;53.0181186;18.5777602
Wadowice;RCKiK Krakow OT Wadowice;Karmelicka 5;0;49.8803373;19.4918248
Wagrowiec;RCKiK Poznan OT Wagrowiec;Kosciuszki 74;0;52.8178896;17.2026899
Walbrzych;RCKiK Walbrzych;Chrobrego 31;0;50.7741414;16.2727622
Warszawa;RCKiK Warszawa OT Warszawa 1;Ceglowska 80;0;52.2870673;20.948657
Warszawa;RCKiK Warszawa OT Warszawa 2;Nowogrodzka 59;0;52.226199;20.9987085
Warszawa;RCKiK Warszawa;Saska 63;0;52.2327098;21.0577082
Warszawa;WCKiK MON Warsaw;Szaserów 128;0;52.251046;21.0863523
Warszawa;WCKiK MSW Warsaw;Woloska 137;0;52.1988993;20.9953322
Wejherowo;RCKiK Gdansk OT Wejherowo;Weteranow 10;0;54.6051939;18.2549349
Wiecbork;RCKiK Bydgoszcz Mobile Wiecbork;Pl. Jana Pawa II;1;53.3512237;17.4864754
Wielun;RCKiK Lodz Mobile Wielun;Sieradzka 56;1;51.2285177;18.561783
Wloclawek;RCKiK Bydgoszcz OT Wloclawek;Lunewil 15;0;52.6588794;19.056255
Wlodawa;RCKiK Lublin OT Wlodawa;Al. J. Pilsudskiego 66;0;51.5582193;23.5512022
Wodzislaw Slaski;RCKiK Raciborz OT Wodzislaw Slaski;Radlinska 68;0;50.0153936;18.4581013
Wolsztyn;RCKiK Poznan OT Wolsztyn;Wschowska 3;0;52.1163103;16.1152272
Wroclaw;RCKiK Wroclaw;Czerwonego Krzyza 5;0;51.1159722;17.0636376
Wroclaw;WCKiK MON Wroclaw;Rudolfa Weigla 5;0;51.0747829;17.0199318
Wrzesnia;RCKiK Poznan OT Wrzesnia;Slowackiego 2;0;52.325057;17.5733741
Zabrze;RCKiK Katowice OT Zabrze;Wolnosci 265-267;0;50.3070619;18.7814811
Zagan;RCKiK Zielona Gora OT Zagan;Szprotawska 45a;0;51.6277486;15.2005223
Zakopane;RCKiK Krakow OT Zakopane;Szymony 14;0;49.3045891;19.9614258
Zamosc;RCKiK Lublin OT Zamosc;Al. Jana Pawla II 10;0;50.7122198;23.287981
Zary;RCKiK Zielona Gora OT Zary;Skarbowa 2;0;51.6429769;15.1381854
Zawiercie;RCKiK Katowice Mobile Zawiercie;Jozefa Pilsudskiego 81c;1;50.4910758;19.4305194
Zdunska Wola;RCKiK Lodz Mobile Zdunska Wola;Krolewska 29;1;51.6042377;18.9403342
Zgorzelec;RCKiK Walbrzych Mobile Zgorzelec;Maratonska 2;1;51.1458853;15.0079179
Zielona Gora;RCKiK Zielona Gora;Zyty 21;0;51.9405182;15.5167508
Zywiec;RCKiK Katowice Mobile Zywiec;al. Jozefa Pilsudskiego 50;1;49.68618;19.2048425
